,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
op_setting_1,0.0,0.010433944011542157,0.011127587280967544,0.0014972050092801033,0.008733243082816785,0.0012896045303832282,0.00693900122346101,0.0009176202704787074,0.0034493633033264018,0.014945270006698305,0.0017973849985129593,0.004784949578439996,0.0044694685481807914,0.0005481303425148125,0.0009197393426370779,0.00010621005480222247,0.013106621055945702
op_setting_2,0.010433944011542157,0.0,0.0021496408663858584,0.0038820081514569635,0.010544357749908737,0.020383657248351804,0.014231779585738395,0.01265698854372862,0.017735519493568816,0.009495152711587221,0.00958945428756403,0.01956930275687157,0.02215356235202999,0.01204800375578649,0.00920147165479864,0.009522145989293334,0.004282030018727357
sensor_2,0.011127587280967544,0.0021496408663858584,0.0,0.03789374020848302,0.030218187720521428,0.18255611214092363,0.8263034797158013,0.12841038960966455,0.1675183272573958,0.02224911059509338,0.8663635777979667,0.1290475728387429,0.1642024309161814,0.4430283456165658,0.04017617201695245,0.4155544582891012,0.42673178122596417
sensor_3,0.0014972050092801033,0.0038820081514569635,0.03789374020848302,0.0,0.03847749767593156,0.15342338737217787,0.9466019778367529,0.03544511881192436,0.21210998907545148,0.0501930625335818,0.979247730496711,0.03555024838508081,0.21706799253575557,0.5631013768292277,0.07719911222920883,0.53409057890658,0.5448655370908415
sensor_4,0.008733243082816785,0.010544357749908737,0.030218187720521428,0.03847749767593156,0.0,0.16865879298634961,0.9751055236840506,0.14557914375366066,0.21235370822265787,0.02389390378555556,1.017696794995213,0.14390440004312732,0.213938341804516,0.5416858886100111,0.04640828046859513,0.5130516093856187,0.5150588878818649
sensor_6,0.0012896045303832282,0.020383657248351804,0.18255611214092363,0.15342338737217787,0.16865879298634961,0.0,0.05297006120581607,0.09531909325767185,0.04578405307271579,0.1457625952647596,0.04502219644259095,0.08882234717820267,0.010691439252222736,0.33663521157176934,0.15484861454911686,0.2044934208443977,0.21032071906096741
sensor_7,0.00693900122346101,0.014231779585738395,0.8263034797158013,0.9466019778367529,0.9751055236840506,0.05297006120581607,0.0,1.3636421197774053,0.7968391313746686,1.0935789362782848,0.17601191312537978,1.3617798459394,0.7110658380753042,0.07952257855717892,0.9786889621873263,0.06667429582517015,0.0696909583641776
sensor_8,0.0009176202704787074,0.01265698854372862,0.12841038960966455,0.03544511881192436,0.14557914375366066,0.09531909325767185,1.3636421197774053,0.0,0.6106778003826642,0.12200371980654656,1.3948375038565244,0.1379675581727291,0.664410693242491,0.9393176297092491,0.034832659250108255,0.9287559212087133,0.9333876163737057
sensor_9,0.0034493633033264018,0.017735519493568816,0.1675183272573958,0.21210998907545148,0.21235370822265787,0.04578405307271579,0.7968391313746686,0.6106778003826642,0.0,0.27224825972517974,0.8011290995664736,0.6130872867369829,0.008802752437346628,0.5816942414173543,0.22199886049969436,0.5485794809759905,0.5645597979759784
sensor_11,0.014945270006698305,0.009495152711587221,0.02224911059509338,0.0501930625335818,0.02389390378555556,0.1457625952647596,1.0935789362782848,0.12200371980654656,0.27224825972517974,0.0,1.1375474705962176,0.12138568125305693,0.27764164724722845,0.6368340618413131,0.06142561151781745,0.6075807288373551,0.613290304529716
sensor_12,0.0017973849985129593,0.00958945428756403,0.8663635777979667,0.979247730496711,1.017696794995213,0.04502219644259095,0.17601191312537978,1.3948375038565244,0.8011290995664736,1.1375474705962176,0.0,1.397155458840377,0.7085236668561568,0.053659399162605204,1.007242974875008,0.04283819653330789,0.04390369185177423
sensor_13,0.004784949578439996,0.01956930275687157,0.1290475728387429,0.03555024838508081,0.14390440004312732,0.08882234717820267,1.3617798459394,0.1379675581727291,0.6130872867369829,0.12138568125305693,1.397155458840377,0.0,0.6660899794518003,0.9365250977128109,0.035716554010286394,0.9293654983428992,0.934273486939946
sensor_14,0.0044694685481807914,0.02215356235202999,0.1642024309161814,0.21706799253575557,0.213938341804516,0.010691439252222736,0.7110658380753042,0.664410693242491,0.008802752437346628,0.27764164724722845,0.7085236668561568,0.6660899794518003,0.0,0.5508559195955873,0.22464315150786726,0.5199931299786767,0.5323936741777113
sensor_15,0.0005481303425148125,0.01204800375578649,0.4430283456165658,0.5631013768292277,0.5416858886100111,0.33663521157176934,0.07952257855717892,0.9393176297092491,0.5816942414173543,0.6368340618413131,0.053659399162605204,0.9365250977128109,0.5508559195955873,0.0,0.5780794437316592,0.14220915484014407,0.14830657460146457
sensor_17,0.0009197393426370779,0.00920147165479864,0.04017617201695245,0.07719911222920883,0.04640828046859513,0.15484861454911686,0.9786889621873263,0.034832659250108255,0.22199886049969436,0.06142561151781745,1.007242974875008,0.035716554010286394,0.22464315150786726,0.5780794437316592,0.0,0.547897596809449,0.5569449048538626
sensor_20,0.00010621005480222247,0.009522145989293334,0.4155544582891012,0.53409057890658,0.5130516093856187,0.2044934208443977,0.06667429582517015,0.9287559212087133,0.5485794809759905,0.6075807288373551,0.04283819653330789,0.9293654983428992,0.5199931299786767,0.14220915484014407,0.547897596809449,0.0,0.1458400127251661
sensor_21,0.013106621055945702,0.004282030018727357,0.42673178122596417,0.5448655370908415,0.5150588878818649,0.21032071906096741,0.0696909583641776,0.9333876163737057,0.5645597979759784,0.613290304529716,0.04390369185177423,0.934273486939946,0.5323936741777113,0.14830657460146457,0.5569449048538626,0.1458400127251661,0.0
