,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
op_setting_1,0.0,0.9321353499300791,0.8774199992130256,0.7821964061154546,0.8495319498108446,0.9751778504310595,0.9421443407364514,0.4443017017707162,0.7725213165133511,0.6170703013908594,0.9496669124044491,0.03076077470476536,0.2594906802773387,0.45314796007113917,0.7932934462014161,0.9563299998966031,0.9474932255264372
op_setting_2,0.9321353499300791,0.0,0.8188788523467063,0.7704396529237095,0.8517274387867105,0.9439021961769307,0.9023283139311277,0.4541986346416536,0.748911969175627,0.6348698285497608,0.9079459237213622,0.08439198975173436,0.3497743985350571,0.5061533187818583,0.7767703634585634,0.9114501372587691,0.9141541593978505
sensor_2,0.8774199992130256,0.8188788523467063,0.0,0.3791408314834843,0.26577321396649733,0.8123442868637917,1.6711154044450727,0.14755350357921726,0.7045410444456434,0.15485631504595931,1.6937650273345484,0.18312654157482577,0.4446161932544116,1.4521312533536113,0.3527354083866884,1.6246648637695746,1.630856567250963
sensor_3,0.7821964061154546,0.7704396529237095,0.3791408314834843,0.0,0.31133094156151075,0.768546719955261,1.593608195850312,0.29278700346758846,0.6752256912041712,0.26488690138280746,1.6098059617401375,0.01926381687059331,0.5180469841276232,1.5149619297290622,0.3986757635491245,1.542996195641638,1.5509204713429607
sensor_4,0.8495319498108446,0.8517274387867105,0.26577321396649733,0.31133094156151075,0.0,0.7685838914381578,1.749443754309283,0.09704644042229793,0.6904719869061896,0.10702748473670676,1.772326039139958,0.20062785093273838,0.5285772828903947,1.6044584584880064,0.28690740626076394,1.6940660002893844,1.691158377575393
sensor_6,0.9751778504310595,0.9439021961769307,0.8123442868637917,0.768546719955261,0.7685838914381578,0.0,1.1489005274937707,0.4423966306361953,0.8567912995914152,0.5736918733820233,1.1488870561346562,0.03951770230606913,0.4102259186883609,0.7438779407089186,0.7562041234055336,1.1377071469543725,1.1337176717040132
sensor_7,0.9421443407364514,0.9023283139311277,1.6711154044450727,1.593608195850312,1.749443754309283,1.1489005274937707,0.0,1.4463285015453775,1.140748505771799,1.6281716994359083,0.1872800647416073,1.0713075146875464,0.6200894962567948,0.06309886887621763,1.6238760032932236,0.26297848225456166,0.2616935845319095
sensor_8,0.4443017017707162,0.4541986346416536,0.14755350357921726,0.29278700346758846,0.09704644042229793,0.4423966306361953,1.4463285015453775,0.0,0.9354306679911787,0.18945916261686568,1.4667358772877588,0.07654212293469398,1.0701794410472565,1.6697302752947527,0.2654127024023867,1.343008002589548,1.3447473931044858
sensor_9,0.7725213165133511,0.748911969175627,0.7045410444456434,0.6752256912041712,0.6904719869061896,0.8567912995914152,1.140748505771799,0.9354306679911787,0.0,0.6904772999570736,1.1336625031994887,0.6694670929244938,0.19108163126049083,1.1797761818143888,0.6611019798445994,1.1956147423997592,1.2030882430202774
sensor_11,0.6170703013908594,0.6348698285497608,0.15485631504595931,0.26488690138280746,0.10702748473670676,0.5736918733820233,1.6281716994359083,0.18945916261686568,0.6904772999570736,0.0,1.6531250836846012,0.01811152135120153,0.7341511028564249,1.7446219616859924,0.23747964841687264,1.5562548465022887,1.5572401246853973
sensor_12,0.9496669124044491,0.9079459237213622,1.6937650273345484,1.6098059617401375,1.772326039139958,1.1488870561346562,0.1872800647416073,1.4667358772877588,1.1336625031994887,1.6531250836846012,0.0,1.0964885171216336,0.6094776700553746,0.08101930622278097,1.6349496824182288,0.24713922783298758,0.24281774104247433
sensor_13,0.03076077470476536,0.08439198975173436,0.18312654157482577,0.01926381687059331,0.20062785093273838,0.03951770230606913,1.0713075146875464,0.07654212293469398,0.6694670929244938,0.01811152135120153,1.0964885171216336,0.0,1.0753461470278713,1.5789023775416853,0.010891711287735029,0.9624196010324211,0.9651034185853757
sensor_14,0.2594906802773387,0.3497743985350571,0.4446161932544116,0.5180469841276232,0.5285772828903947,0.4102259186883609,0.6200894962567948,1.0701794410472565,0.19108163126049083,0.7341511028564249,0.6094776700553746,1.0753461470278713,0.0,1.1567185090783731,0.5060249430185545,0.6683408139292246,0.6732931148593726
sensor_15,0.45314796007113917,0.5061533187818583,1.4521312533536113,1.5149619297290622,1.6044584584880064,0.7438779407089186,0.06309886887621763,1.6697302752947527,1.1797761818143888,1.7446219616859924,0.08101930622278097,1.5789023775416853,1.1567185090783731,0.0,1.5424980205124856,0.0477194957653021,0.04417145442569803
sensor_17,0.7932934462014161,0.7767703634585634,0.3527354083866884,0.3986757635491245,0.28690740626076394,0.7562041234055336,1.6238760032932236,0.2654127024023867,0.6611019798445994,0.23747964841687264,1.6349496824182288,0.010891711287735029,0.5060249430185545,1.5424980205124856,0.0,1.5701383733758674,1.5777890818501756
sensor_20,0.9563299998966031,0.9114501372587691,1.6246648637695746,1.542996195641638,1.6940660002893844,1.1377071469543725,0.26297848225456166,1.343008002589548,1.1956147423997592,1.5562548465022887,0.24713922783298758,0.9624196010324211,0.6683408139292246,0.0477194957653021,1.5701383733758674,0.0,0.30641742909912406
sensor_21,0.9474932255264372,0.9141541593978505,1.630856567250963,1.5509204713429607,1.691158377575393,1.1337176717040132,0.2616935845319095,1.3447473931044858,1.2030882430202774,1.5572401246853973,0.24281774104247433,0.9651034185853757,0.6732931148593726,0.04417145442569803,1.5777890818501756,0.30641742909912406,0.0
