,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
op_setting_1,0.0,0.9313449783921103,0.8764816438458922,0.7822110650259738,0.8502805746793689,0.9751184020974838,0.9421851600158292,0.44399212413779887,0.7723765146429863,0.6171747207402846,0.94971056081688,0.03097101424033792,0.2589179134402495,0.45318535489199624,0.7931515669528446,0.9563236064348711,0.9474990825453251
op_setting_2,0.9313449783921103,0.0,0.8160880724655386,0.7687254932841135,0.8513459740598854,0.9426186309954089,0.9011749080503674,0.45231782646829216,0.7470165547104084,0.6339477876591486,0.9067956744035605,0.08359370425303196,0.3491507111772286,0.5058527372194973,0.7749834325226609,0.9102177075812738,0.9129314523609682
sensor_2,0.8764816438458922,0.8160880724655386,0.0,0.3796151152193221,0.26609795030800987,0.8118291589116521,1.6707566153080324,0.14833679744142758,0.704789591737305,0.15571535250327662,1.693406046052361,0.18159022893154053,0.44421068406796527,1.4539279240350895,0.35317945801100525,1.6242653724838447,1.6304665934025637
sensor_3,0.7822110650259738,0.7687254932841135,0.3796151152193221,0.0,0.3111519360309921,0.7687558267134903,1.5936497779326504,0.2932378419106376,0.6748415959675478,0.26478271359542505,1.609840475093073,0.02000658770538566,0.5147274005277035,1.5158495596290198,0.3986630610588803,1.543085108555133,1.55102607581596
sensor_4,0.8502805746793689,0.8513459740598854,0.26609795030800987,0.3111519360309921,0.0,0.7692037620077222,1.7498608537019928,0.09710409314058044,0.6898904647893137,0.10662734868540558,1.7727364703359552,0.20046526843492374,0.5247457061467324,1.6051848913174602,0.2867140451626492,1.6945455200707138,1.6916621870787867
sensor_6,0.9751184020974838,0.9426186309954089,0.8118291589116521,0.7687558267134903,0.7692037620077222,0.0,1.1489906842662956,0.4423621775550981,0.8568543271135691,0.5739539903816314,1.1489792644519876,0.03995576887886573,0.40961682836623153,0.7446036866466644,0.7563278445676381,1.137774213117777,1.1337817533255528
sensor_7,0.9421851600158292,0.9011749080503674,1.6707566153080324,1.5936497779326504,1.7498608537019928,1.1489906842662956,0.0,1.4463099244667568,1.1404269952117545,1.62824339459317,0.1872800003859839,1.0717301384961078,0.6180877127811267,0.0628044067241661,1.6238406725264172,0.262982775987753,0.2616982541662948
sensor_8,0.44399212413779887,0.45231782646829216,0.14833679744142758,0.2932378419106376,0.09710409314058044,0.4423621775550981,1.4463099244667568,0.0,0.9353969762219134,0.19037128167736594,1.4667124058223044,0.07672497952497503,1.069154065040457,1.6721264522991963,0.26588562429611406,1.3429856448587345,1.3447484368600893
sensor_9,0.7723765146429863,0.7470165547104084,0.704789591737305,0.6748415959675478,0.6898904647893137,0.8568543271135691,1.1404269952117545,0.9353969762219134,0.0,0.6897118519277649,1.1333355898627648,0.669673107549462,0.1921870964764666,1.1792092212749115,0.6607435877414871,1.1953540581201771,1.2028486257115745
sensor_11,0.6171747207402846,0.6339477876591486,0.15571535250327662,0.26478271359542505,0.10662734868540558,0.5739539903816314,1.62824339459317,0.19037128167736594,0.6897118519277649,0.0,1.653188432759054,0.01936388423931179,0.7295816909922064,1.7462894783912009,0.2373919115651375,1.5563730044054245,1.5573849242046218
sensor_12,0.94971056081688,0.9067956744035605,1.693406046052361,1.609840475093073,1.7727364703359552,1.1489792644519876,0.1872800003859839,1.4667124058223044,1.1333355898627648,1.653188432759054,0.0,1.0969045793713712,0.6074617636252193,0.08072754498376833,1.6349092327537376,0.24714409268550064,0.2428229500513832
sensor_13,0.03097101424033792,0.08359370425303196,0.18159022893154053,0.02000658770538566,0.20046526843492374,0.03995576887886573,1.0717301384961078,0.07672497952497503,0.669673107549462,0.01936388423931179,1.0969045793713712,0.0,1.0746638030395352,1.5818672826565008,0.010094276233459598,0.962851295233788,0.9655621150032687
sensor_14,0.2589179134402495,0.3491507111772286,0.44421068406796527,0.5147274005277035,0.5247457061467324,0.40961682836623153,0.6180877127811267,1.069154065040457,0.1921870964764666,0.7295816909922064,0.6074617636252193,1.0746638030395352,0.0,1.1510758337368552,0.5028678272909645,0.6665348939460114,0.6715379646462994
sensor_15,0.45318535489199624,0.5058527372194973,1.4539279240350895,1.5158495596290198,1.6051848913174602,0.7446036866466644,0.0628044067241661,1.6721264522991963,1.1792092212749115,1.7462894783912009,0.08072754498376833,1.5818672826565008,1.1510758337368552,0.0,1.543369003660838,0.0474798563481692,0.04390447421797283
sensor_17,0.7931515669528446,0.7749834325226609,0.35317945801100525,0.3986630610588803,0.2867140451626492,0.7563278445676381,1.6238406725264172,0.26588562429611406,0.6607435877414871,0.2373919115651375,1.6349092327537376,0.010094276233459598,0.5028678272909645,1.543369003660838,0.0,1.5701345519881014,1.577801590151871
sensor_20,0.9563236064348711,0.9102177075812738,1.6242653724838447,1.543085108555133,1.6945455200707138,1.137774213117777,0.262982775987753,1.3429856448587345,1.1953540581201771,1.5563730044054245,0.24714409268550064,0.962851295233788,0.6665348939460114,0.0474798563481692,1.5701345519881014,0.0,0.3064180434316002
sensor_21,0.9474990825453251,0.9129314523609682,1.6304665934025637,1.55102607581596,1.6916621870787867,1.1337817533255528,0.2616982541662948,1.3447484368600893,1.2028486257115745,1.5573849242046218,0.2428229500513832,0.9655621150032687,0.6715379646462994,0.04390447421797283,1.577801590151871,0.3064180434316002,0.0
