Actual_RUL,Predicted_RUL,Uncertainty,Lower_Bound,Upper_Bound
125.0,118.92065826416015,4.73159343919922,109.64673512332968,128.19458140499063
125.0,119.93178527832032,5.187478272997967,109.7643278632443,130.09924269339632
125.0,119.26629791259765,4.638961953804792,110.17393248314026,128.35866334205505
125.0,117.86481796264648,5.610646045682736,106.86795171310833,128.86168421218466
125.0,117.84961715698242,5.388570564790678,107.2880188499927,128.41121546397216
125.0,118.50098815917968,5.192662680107495,108.323369306169,128.67860701219038
125.0,119.38130035400391,5.302314484192997,108.98876396498564,129.77383674302217
125.0,118.50059356689454,4.31074087166873,110.05154145842383,126.94964567536525
125.0,118.91413726806641,4.671941095527222,109.75713272083306,128.07114181529977
125.0,118.14857345581055,4.833541554075423,108.67483200982272,127.62231490179838
125.0,119.95867904663086,5.56031998038093,109.06045188508423,130.8569062081775
125.0,120.16282760620118,5.256723238881269,109.85965005799389,130.46600515440846
125.0,119.90964920043945,4.918013746109633,110.27034225806457,129.54895614281432
125.0,120.08296020507812,5.142790771068665,110.00309029378354,130.1628301163727
125.0,119.06952957153321,4.799110576793306,109.66327284101833,128.47578630204808
125.0,118.89913375854492,5.684029848350152,107.75843525577862,130.0398322613112
125.0,120.27912109375,5.208547635895799,110.07036772739424,130.4878744601058
125.0,118.74250503540038,3.9373616744758,111.02527615342781,126.45973391737296
125.0,120.41052169799805,5.664688698414909,109.30773184910483,131.51331154689126
125.0,118.79960464477539,4.772971115977039,109.44458125746038,128.1546280320904
125.0,118.90295059204101,5.68414926572016,107.7620180312295,130.04388315285252
125.0,120.15217346191406,5.704254735330388,108.9718341806665,131.33251274316163
125.0,120.24447494506836,5.795787149115245,108.88473213280248,131.60421775733425
125.0,118.44277572631836,5.408771631305498,107.84158332895959,129.04396812367713
125.0,119.85752365112305,4.5332625981001895,110.97232895884667,128.74271834339942
125.0,122.90685638427735,5.762348755495026,111.61265282350709,134.2010599450476
125.0,115.2077375793457,4.605876967394609,106.18021872325227,124.23525643543914
125.0,114.54380508422851,6.299382110142993,102.19701614834824,126.89059402010878
125.0,115.75474502563476,5.036660270178768,105.88289089608438,125.62659915518515
125.0,113.2520198059082,4.263817298281767,104.89493790127594,121.60910171054047
125.0,114.25503082275391,5.5516070767158325,103.37388095239088,125.13618069311694
125.0,110.64502151489258,4.61178684719573,101.60591929438894,119.68412373539621
125.0,114.32346328735352,3.8710939789535503,106.73611908860457,121.91080748610247
125.0,118.71552597045898,4.271307898821412,110.34376248876902,127.08728945214895
125.0,116.13283950805663,5.491142102289795,105.37020098756864,126.89547802854463
125.0,117.47705825805664,4.728191556327485,108.20980280765477,126.74431370845852
125.0,117.88519088745117,4.104359398387234,109.8406464666122,125.92973530829015
125.0,118.77511672973633,4.556890030351323,109.84361227024773,127.70662118922492
125.0,117.99234817504883,5.162821546108975,107.87321794467525,128.11147840542242
125.0,119.55715682983399,4.569673868123048,110.60059604831281,128.51371761135516
125.0,116.48075546264648,5.04727348448861,106.58809943304881,126.37341149224416
125.0,119.65424896240235,6.03557602683844,107.82451994979901,131.4839779750057
125.0,118.0611540222168,6.2815545638831045,105.74930707700591,130.37300096742769
125.0,117.58742492675782,4.8673022649854705,108.0475124873863,127.12733736612934
125.0,118.69122894287109,5.070712843657172,108.75263176930304,128.62982611643915
125.0,118.6019303894043,4.981244186717857,108.8386917834373,128.3651689953713
125.0,117.46226531982421,5.0841652592754905,107.49730141164426,127.42722922800417
125.0,117.11053955078125,4.999629276694159,107.3112661684607,126.9098129331018
125.0,115.44384170532227,4.618913854166119,106.39077055115668,124.49691285948786
125.0,117.74101593017578,5.004153551353927,107.93287496952209,127.54915689082947
125.0,116.2520671081543,5.460537285645134,105.54941402828983,126.95472018801875
125.0,117.27745803833008,5.273885036479778,106.94064336682972,127.61427270983044
125.0,117.74445114135742,4.897650241080423,108.14505666883979,127.34384561387505
125.0,117.81967208862305,6.169783595743406,105.72689624096597,129.91244793628013
125.0,116.03225479125976,5.35556664278879,105.53534417139373,126.52916541112579
125.0,118.59281143188477,4.445807876146441,109.87902799463774,127.3065948691318
125.0,118.6251123046875,6.168949242631828,106.53397178912913,130.7162528202459
125.0,115.59258422851562,4.679489512144046,106.42078478471329,124.76438367231795
125.0,116.27474594116211,4.84491949388186,106.77870373315366,125.77078814917056
125.0,119.09548797607422,5.819946859903469,107.68839213066343,130.50258382148502
125.0,119.14873458862304,5.813227468437066,107.75480875048639,130.54266042675968
125.0,117.63128860473633,6.278665249674512,105.32510471537428,129.93747249409836
125.0,117.58180480957031,5.864247387634479,106.08787992980673,129.07572968933388
125.0,119.06404418945313,5.4408784025262165,108.39992252050175,129.7281658584045
125.0,119.000625,4.224017059214423,110.72155156393973,127.27969843606027
125.0,117.37031707763671,5.315580036686878,106.95178020573043,127.788853949543
125.0,118.0234181213379,4.401465610453166,109.3965455248497,126.6502907178261
125.0,117.15417434692382,5.772296757717687,105.84047270179715,128.4678759920505
125.0,117.6050651550293,4.554714414304344,108.67782490299278,126.5323054070658
125.0,118.17678421020508,5.007173750627249,108.36272365897568,127.99084476143449
125.0,116.0747346496582,5.913074292930989,104.48510903551346,127.66436026380293
125.0,116.72974349975586,6.07865383011704,104.81558199272646,128.64390500678525
125.0,115.91069107055664,4.034081186060766,108.00389194587754,123.81749019523573
125.0,113.05057266235352,6.08310720051287,101.1276825493483,124.97346277535874
125.0,113.33758453369141,5.379748316776567,102.79327783280934,123.88189123457349
125.0,113.16384033203126,4.79395137729843,103.76769563252634,122.55998503153617
125.0,113.4990185546875,5.146547233557505,103.41178597691479,123.5862511324602
125.0,111.83594512939453,4.67612174690615,102.67074650545848,121.00114375333058
125.0,107.89914245605469,4.643674637929462,98.79754016571295,117.00074474639644
125.0,106.14433670043945,4.866793555497185,96.60542133166497,115.68325206921394
125.0,103.97035232543945,4.257693218821125,95.62527361655005,112.31543103432885
125.0,105.02896469116212,4.558347044030007,96.09460448486331,113.96332489746092
125.0,106.08382217407227,4.810250181728911,96.6557318178836,115.51191253026093
125.0,103.68422103881836,4.644976567644482,94.58006696623518,112.78837511140155
125.0,108.25022964477539,5.377506377045201,97.7103171457668,118.79014214378398
125.0,110.85780090332031,6.037224319199044,99.02484123769018,122.69076056895044
125.0,111.90847610473632,5.154687291191838,101.80528901400032,122.01166319547232
125.0,113.28405303955078,5.649312864228269,102.21139982566338,124.35670625343819
125.0,114.69679122924805,4.312137493399682,106.24500174218467,123.14858071631143
125.0,115.12330764770508,4.768918006278269,105.77622835539967,124.47038694001048
125.0,109.99667144775391,5.69448737163068,98.83547619935779,121.15786669615004
125.0,98.01843765258789,4.700653606518462,88.80515658381171,107.23171872136408
125.0,95.8966862487793,4.293455438322171,87.48151358966786,104.31185890789075
125.0,97.82215591430663,4.334469160509803,89.32659635970742,106.31771546890585
125.0,107.19554565429688,4.636466974761932,98.10807038376349,116.28302092483027
125.0,111.24102127075196,5.420805414237633,100.6162426588462,121.86579988265771
125.0,114.88356994628906,4.707370192633266,105.65712436872786,124.11001552385025
125.0,117.2627409362793,4.166808557262244,109.0957961640453,125.4296857085133
125.0,116.6159065246582,4.694229437339913,107.41521682747197,125.81659622184443
125.0,117.29118148803711,4.557845797495647,108.35780372494564,126.22455925112858
125.0,117.44640060424804,6.065494470415775,105.55803144223313,129.33476976626295
125.0,116.8317138671875,5.6133466046031355,105.82955452216535,127.83387321220965
125.0,114.0194694519043,4.825623209457942,104.56124796136673,123.47769094244187
125.0,115.08957580566407,5.681375475154195,103.95407987436185,126.22507173696629
125.0,113.84096984863281,5.239388893966958,103.57176761645758,124.11017208080804
125.0,112.34067626953124,4.345621724039449,103.82325769041393,120.85809484864856
125.0,112.14773468017579,4.795029115628125,102.74947761354466,121.54599174680692
125.0,114.17600204467773,5.194439487618659,103.99490064894516,124.3571034404103
125.0,113.82016250610351,5.409348489579508,103.21783946652768,124.42248554567935
125.0,112.46013031005859,5.4718989274766345,101.73520841220439,123.18505220791279
125.0,107.67726531982422,4.495876461795138,98.86534745470574,116.48918318494269
125.0,107.88358291625977,3.8947541058666273,100.24986486876118,115.51730096375836
125.0,111.68677886962891,5.286210462034335,101.32580636404161,122.04775137521621
125.0,109.72055068969726,5.222101439221981,99.48523186882218,119.95586951057234
124.0,113.31359436035156,4.476960005751618,104.53875274907838,122.08843597162473
123.0,115.3852360534668,5.380684394556947,104.83909464013519,125.93137746679841
122.0,113.93088424682617,4.8627337924851615,104.39992601355524,123.46184248009709
121.0,109.67063278198242,4.881552225237433,100.10279042051705,119.23847514344779
120.0,109.82664199829101,4.577349687444294,100.85503661090019,118.79824738568183
119.0,108.90110183715821,4.736772728529095,99.61702728924118,118.18517638507524
118.0,110.60160430908203,5.986973477048888,98.86713629406621,122.33607232409786
117.0,103.61210601806641,4.32271127646094,95.13959191620297,112.08462011992985
116.0,101.32552551269531,4.7461824083554065,92.02300799231871,110.6280430330719
115.0,103.39262954711914,4.705389220046538,94.17006667582793,112.61519241841036
114.0,98.83499389648438,5.0315676864531875,88.97312123103613,108.69686656193262
113.0,101.97047088623047,4.558200635028734,93.03639764157415,110.90454413088679
112.0,108.1450730895996,4.2421916052518664,99.83037754330594,116.45976863589327
111.0,101.21709213256835,4.546407674621462,92.30613309031028,110.12805117482642
110.0,97.64328231811524,4.229173944709173,89.35410138648525,105.93246324974523
109.0,87.79005950927734,4.619260067379004,78.7363097772145,96.84380924134018
108.0,93.18456634521485,5.360890276222228,82.67722140381929,103.6919112866104
107.0,100.2076872253418,4.564414881015187,91.26143405855203,109.15394039213157
106.0,100.96886367797852,4.558652752628679,92.03390428282631,109.90382307313072
105.0,103.07385696411133,4.863270066133553,93.54184763448957,112.60586629373309
104.0,105.88701904296875,5.016862320612027,96.05396889456917,115.72006919136832
103.0,99.75185928344726,5.709194896695922,88.56183728592325,110.94188128097127
102.0,101.44695724487305,4.499409757015168,92.62811412112332,110.26580036862278
101.0,100.48198104858399,4.543969159784722,91.57580149540594,109.38816060176204
100.0,98.15631164550781,4.475227566032653,89.38486561608381,106.92775767493181
99.0,98.25787521362305,5.2602188723029855,87.9478462239092,108.56790420333691
98.0,101.9665444946289,4.0655475674919135,93.99807126234475,109.93501772691306
97.0,99.09698791503907,4.722074733812057,89.84172143676743,108.3522543933107
96.0,97.94812408447265,4.323153434300072,89.47474335324452,106.42150481570079
95.0,94.62972213745117,4.856740878301188,85.11051001598084,104.1489342589215
94.0,89.66921600341797,5.292895661958674,79.29514050597896,100.04329150085698
93.0,84.3280012512207,4.086164546490311,76.3191187400997,92.3368837623417
92.0,76.59804367065429,3.994755969166762,68.76832197108743,84.42776537022115
91.0,78.01534973144531,3.9063754270502984,70.35885389442673,85.6718455684639
90.0,72.13505455017089,4.162555874127422,63.976445036881145,80.29366406346064
89.0,65.36351020812988,3.7746705037698574,57.96515602074096,72.7618643955188
88.0,65.67391136169434,3.7316684382224636,58.35984122277831,72.98798150061036
87.0,63.36102851867676,4.291719206374189,54.94925887418335,71.77279816317017
86.0,62.25734970092773,3.0997856603790397,56.18176980658482,68.33292959527066
85.0,60.42413963317871,3.763412151151644,53.047851816921494,67.80042744943593
84.0,65.31086372375488,3.7329379905312887,57.99430526231355,72.62742218519621
83.0,65.59211822509765,3.6928192108086977,58.354192571912606,72.8300438782827
82.0,65.48696968078613,3.6197726534628405,58.392215279998965,72.5817240815733
81.0,64.54753211975098,3.120950526533461,58.4304690877454,70.66459515175657
80.0,61.73713645935059,4.041371061472935,53.816049178863636,69.65822373983754
79.0,67.84104064941407,4.5171236877166905,58.987478221489354,76.69460307733878
78.0,67.69449378967285,3.444772535436789,60.94273962021674,74.44624795912895
77.0,72.66763626098633,4.102722965891863,64.62629924783828,80.70897327413438
76.0,75.92512710571289,4.3232244922988015,67.45160710080724,84.39864711061854
75.0,77.58763137817382,3.5274549115770957,70.67381975148271,84.50144300486494
74.0,76.924974899292,3.9415846135324504,69.1994690567684,84.6504807418156
73.0,74.17807052612305,3.6057366664155452,67.11082665994859,81.24531439229752
72.0,72.59696899414062,3.6210835321207386,65.49964527118398,79.69429271709727
71.0,70.4177220916748,3.762009959313063,63.0441825714212,77.7912616119284
70.0,71.48814895629883,3.5292167012563773,64.57088422183634,78.40541369076132
69.0,66.1710433959961,4.283393655132953,57.77559183193551,74.56649496005667
68.0,64.9385849761963,4.192010848388278,56.72224371335527,73.15492623903732
67.0,64.23914611816406,3.363698555050738,57.64629695026461,70.8319952860635
66.0,64.41346168518066,4.41926928231133,55.75169389185046,73.07522947851086
65.0,64.37543922424317,4.339235861838301,55.87053693504009,72.88034151344624
64.0,64.18840003967286,4.496003146363008,55.376233872801365,73.00056620654435
63.0,60.05820846557617,3.7549695334614204,52.698468179991785,67.41794875116055
62.0,59.353179473876956,3.5774516059402988,52.34137432623397,66.36498462151994
61.0,58.37253425598144,3.5541478371713766,51.40640449512554,65.33866401683734
60.0,60.98533378601074,3.806384717803973,53.52481973911495,68.44584783290652
59.0,64.327939453125,3.769222019821342,56.94026429427517,71.71561461197483
58.0,59.378410720825194,4.277237476282477,50.99502526731154,67.76179617433885
57.0,61.38190696716308,3.8203304024895672,53.89405937828353,68.86975455604264
56.0,60.762531967163085,3.8956040866559176,53.12714795731749,68.39791597700868
55.0,55.87000907897949,3.975412657596653,48.07820027009005,63.661817887868935
54.0,55.09982307434082,4.074250170443083,47.114292740272376,63.08535340840926
53.0,56.211829376220706,3.4477262347334348,49.454285956143174,62.96937279629824
52.0,55.92362380981445,4.373505714767691,47.35155260886978,64.49569501075912
51.0,54.03076019287109,3.8770925306455433,46.43165883280583,61.629861552936354
50.0,50.85672332763672,3.2411620821986835,44.5040456465273,57.20940100874614
49.0,51.31489509582519,3.6270547442376735,44.20586779711935,58.42392239453103
48.0,52.46576797485351,4.217539541919926,44.19939047269046,60.732145477016566
47.0,52.527593536376955,3.8327452744265926,45.01541279850083,60.03977427425308
46.0,52.77561408996582,3.6444208052664977,45.63254931164349,59.918678868288154
45.0,49.16097396850586,3.229911230710348,42.830347956313574,55.49159998069814
44.0,50.66811134338379,3.729391540594286,43.35850392381899,57.97771876294859
43.0,48.901014709472655,3.266666253139836,42.498348853318575,55.303680565626735
42.0,45.26630615234375,3.5431204601622057,38.32179005042583,52.21082225426167
41.0,42.608612518310544,4.258849721757748,34.26126706366536,50.95595797295573
40.0,37.88876117706299,3.540792978077845,30.948806940030412,44.82871541409556
39.0,35.30834991455078,3.279912819986135,28.879720787377956,41.73697904172361
38.0,35.16873680114746,3.6207935983027277,28.071981348474115,42.26549225382081
37.0,36.541437759399415,3.4124160036498865,29.85310239224564,43.22977312655319
36.0,33.55116142272949,2.7774596966388514,28.107340417317346,38.99498242814164
35.0,32.474295158386234,4.110731501494904,24.417261415456224,40.53132890131624
34.0,31.211001892089843,3.3715245466430477,24.60281378066947,37.819190003510215
33.0,30.068298683166503,3.2401937051715453,23.717519021030274,36.41907834530273
32.0,25.741447525024412,3.693291796989456,18.502595602925076,32.98029944712375
31.0,24.251967315673827,3.40453610831398,17.579076543378427,30.924858087969227
30.0,21.442197856903075,3.501593960281741,14.579073694750862,28.30532201905529
29.0,20.680559883117677,3.6298558150935243,13.56604248553437,27.795077280700987
28.0,17.587913990020752,3.513985398213446,10.700502609522399,24.475325370519105
27.0,17.13597526550293,3.051865532937116,11.15431882094618,23.117631710059676
26.0,16.320437526702882,3.8246294384285164,8.82416382738299,23.816711226022775
25.0,19.22820680618286,3.5530645838178065,12.26420022189996,26.19221339046576
24.0,16.457671089172365,3.3244415886005734,9.941765575515241,22.97357660282949
23.0,14.683777465820313,2.884414124545596,9.030325781710946,20.33722914992968
22.0,15.751261501312255,3.3434093359598505,9.198179202830948,22.304343799793564
21.0,12.985661449432373,3.9499943594393403,5.243672504931266,20.72765039393348
20.0,15.165551795959473,3.4146705664489714,8.47279748571949,21.858306106199457
19.0,15.654867172241211,3.4179585146075024,8.955668483610506,22.354065860871916
18.0,14.270911464691162,4.260527147733057,5.92027825513437,22.621544674247954
17.0,13.167602634429931,3.6660142108870186,5.982214781091375,20.352990487768487
16.0,12.401710948944093,3.4574008009378203,5.625205379105965,19.17821651878222
15.0,9.703962426185608,3.6535716126374633,2.54296206541618,16.864962786955036
14.0,7.38441418170929,3.260587565210164,0.9936625538973685,13.775165809521212
13.0,7.622504868507385,2.744659247299247,2.2429727438008618,13.00203699321391
12.0,6.199638447761536,3.566445999870775,-0.7905957119851834,13.189872607508255
11.0,5.089506478309631,3.182540816272639,-1.1482735215847413,11.327286478204003
10.0,4.544117646217346,3.39330927290929,-2.1067685286848628,11.195003821119556
9.0,3.9924270725250244,4.193142635270018,-4.2261324926042105,12.210986637654258
8.0,4.693251485824585,3.796441567811538,-2.7477739870860294,12.1342769587352
7.0,5.2647434830665585,3.0022165598837875,-0.6196009743056647,11.149087940438783
6.0,5.99545259475708,3.1554541442975337,-0.1892375280660854,12.180142717580246
5.0,5.79839914560318,3.480724164196935,-1.0238202162228127,12.620618507429173
4.0,6.2067145299911495,3.7871796055883094,-1.2161574969619364,13.629586556944236
3.0,5.598880815505981,3.80631178297819,-1.8614902791312709,13.059251910143233
2.0,5.555627317428589,2.73184691544035,0.20120736316550225,10.910047271691674
1.0,2.197532501220703,3.643714881300587,-4.944148666128447,9.339213668569853
0.0,0.877961049079895,3.5893444373881773,-6.157154048200932,7.913076146360722
125.0,116.46099655151367,5.740946312237938,105.20874177952732,127.71325132350003
125.0,116.64134140014649,4.4320054311215165,107.95461075514831,125.32807204514467
125.0,116.86086502075196,4.823743937002342,107.40632690422737,126.31540313727655
125.0,113.57093704223632,5.533142942976503,102.72597687400238,124.41589721047026
125.0,115.74729278564453,4.831793149101443,106.2769782134057,125.21760735788337
125.0,118.06958358764649,4.956610467728547,108.35462707089854,127.78454010439444
125.0,119.26685989379882,5.14812213623463,109.17654050677895,129.35717928081868
125.0,118.85748703002929,4.696944206474963,109.65147638533836,128.06349767472022
125.0,118.19447189331055,5.705975182864521,107.0107605348961,129.378183251725
125.0,116.88567657470703,5.571823537532838,105.96490244114267,127.8064507082714
125.0,117.81140472412109,5.078717471384363,107.85711848020773,127.76569096803445
125.0,117.53020187377929,4.522029086230068,108.66702486476835,126.39337888279023
125.0,116.3525323486328,5.374140208775496,105.81921753943283,126.88584715783279
125.0,119.09192413330078,6.368386648689926,106.60988630186853,131.57396196473303
124.0,116.12452545166016,5.083875878448716,106.16012872990068,126.08892217341965
123.0,118.58883117675781,4.65490793299121,109.46521162809503,127.71245072542058
122.0,117.77891296386719,4.439812219543944,109.07688101356105,126.48094491417332
121.0,117.28563537597657,5.570108780222458,106.36822216674055,128.20304858521257
120.0,116.78306518554687,5.219013492974404,106.55379873931705,127.0123316317767
119.0,113.74582580566407,5.885100184233356,102.21102944456669,125.28062216676145
118.0,108.78533081054688,5.061105856019939,98.8655633327478,118.70509828834597
117.0,105.65618911743164,4.317883077621624,97.19313828529326,114.11923994957002
116.0,103.31553512573242,4.996842148693888,93.5217245142924,113.10934573717245
115.0,104.90449600219726,4.4712552281428986,96.14083575503719,113.66815624935734
114.0,92.63726394653321,4.550695988086657,83.71789980988336,101.55662808318306
113.0,89.98670211791992,5.170080818474249,79.85334371371039,100.12006052212945
112.0,94.92919952392577,4.091727863685173,86.90941291110283,102.94898613674872
111.0,92.07213256835938,3.9938098733123892,84.2442652166671,99.89999992005166
110.0,97.54591796875,4.693352035229726,88.34694797969973,106.74488795780027
109.0,98.45013977050782,5.2989021892304695,88.0642914796161,108.83598806139953
108.0,100.1373388671875,5.987086408546664,88.40264950643603,111.87202822793896
107.0,97.74933029174805,4.703298787906946,88.53086466745043,106.96779591604567
106.0,113.47570205688477,5.10970762993004,103.4606751022219,123.49072901154764
105.0,116.44723678588868,5.040815400846308,106.56723860022991,126.32723497154744
104.0,117.20123062133788,4.873553737005307,107.64906529680748,126.75339594586829
103.0,116.58347854614257,5.1250287599895685,106.53842217656302,126.62853491572213
102.0,110.92030624389649,4.580906395785381,101.94172970815714,119.89888277963584
101.0,115.47921920776368,5.725731035020796,104.25678637912291,126.70165203640444
100.0,116.71001190185547,6.320355099221359,104.3221159073816,129.09790789632933
99.0,115.94335418701172,4.687815762313482,106.7552352928773,125.13147308114614
98.0,107.47745330810547,5.32779677025686,97.03497163840203,117.91993497780891
97.0,113.13338424682617,4.797677142897952,103.72993704674619,122.53683144690615
96.0,110.74315048217774,4.527536338534591,101.86917925864994,119.61712170570554
95.0,93.49533142089844,5.260048654413588,83.18563605824781,103.80502678354907
94.0,97.71015319824218,3.840642255327365,90.18249437780055,105.23781201868381
93.0,103.65852523803711,4.726013508490922,94.3955387613949,112.92151171467933
92.0,109.27367752075196,4.574430081965568,100.30779456009945,118.23956048140447
91.0,112.38767166137696,4.7923965531789365,102.99457441714624,121.78076890560767
90.0,112.00897415161133,4.992403318116396,102.22386364810319,121.79408465511946
