Feature,Importance
sensor_11_t-0,0.4283347825597871
sensor_11_t-1,0.10925519138278326
sensor_9_t-0,0.05142440397516304
sensor_4_t-0,0.048630650640245354
sensor_9_t-1,0.03195879380164665
sensor_9_t-2,0.021310070280915777
sensor_11_t-2,0.015861456111859788
sensor_12_t-0,0.012606069361783588
sensor_7_t-0,0.008053675951154022
sensor_11_t-3,0.007997747492456653
sensor_12_t-1,0.005725706062638603
sensor_4_t-1,0.004183404532327996
sensor_12_t-2,0.0038901329881372397
sensor_14_t-6,0.0036237493869659674
sensor_7_t-1,0.0035989950611160244
sensor_9_t-3,0.003258790576589554
sensor_11_t-4,0.0032441024105878432
sensor_14_t-0,0.0029962631600945117
sensor_12_t-3,0.0029018048773344273
sensor_8_t-0,0.0024202709774053103
sensor_12_t-39,0.0022709359812466664
sensor_13_t-0,0.002247347312783968
sensor_12_t-4,0.002204686478623345
sensor_4_t-3,0.0018944793462222095
sensor_14_t-1,0.0018637199493527316
sensor_7_t-2,0.001849422622694467
sensor_15_t-0,0.001820687298838512
sensor_9_t-9,0.0016632994912210083
sensor_9_t-5,0.0016481189364831643
sensor_11_t-5,0.0016084402209980014
sensor_9_t-4,0.0015962988101059696
sensor_4_t-2,0.0015356184737183082
sensor_13_t-1,0.001519788408811339
sensor_8_t-1,0.001413789398788155
sensor_12_t-38,0.0013923891238746535
sensor_14_t-2,0.00135557371411366
sensor_7_t-3,0.0013543839037725885
sensor_14_t-7,0.0013310466549811644
sensor_8_t-39,0.001263763750809041
sensor_11_t-39,0.0012620333328985677
sensor_4_t-4,0.0012241831779002802
sensor_11_t-38,0.0011923646306028733
sensor_15_t-1,0.001174986848893882
sensor_15_t-2,0.0011477898699170516
sensor_7_t-4,0.001141227737888609
sensor_14_t-3,0.0011378709282235258
sensor_9_t-6,0.001130250367975164
sensor_8_t-38,0.0011298833398794208
sensor_12_t-5,0.0010839742999180235
sensor_8_t-2,0.001021689578813586
sensor_13_t-2,0.0010125204675636393
sensor_14_t-37,0.0010026135226071018
sensor_4_t-39,0.0009857475288423646
sensor_12_t-37,0.00098335003300193
sensor_12_t-36,0.00097907590835814
sensor_8_t-3,0.0009698656196566914
sensor_2_t-0,0.0009664334160138571
sensor_14_t-5,0.0009581537599167427
sensor_12_t-35,0.0009505525901872714
sensor_14_t-17,0.0009331669050357638
sensor_9_t-13,0.0008821725372717565
sensor_14_t-4,0.0008746385131569428
sensor_4_t-38,0.0008734682064927246
sensor_9_t-7,0.0008606211338884602
sensor_11_t-6,0.0008596072740380892
sensor_14_t-35,0.0008576202801433148
sensor_21_t-0,0.0008565155621974418
sensor_12_t-6,0.0008487789922435315
sensor_21_t-1,0.0008334328106500142
sensor_2_t-1,0.0008211627497720261
sensor_3_t-0,0.0008173059369659972
sensor_21_t-2,0.0008076598836149505
sensor_12_t-34,0.0007990254857431933
sensor_11_t-37,0.0007870242084719131
sensor_4_t-6,0.0007765357580494477
sensor_15_t-3,0.0007742231278930078
sensor_13_t-39,0.0007678567890668088
sensor_9_t-10,0.0007658301198896754
sensor_4_t-5,0.0007595051612782334
sensor_14_t-11,0.0007572828245301298
sensor_9_t-8,0.0007385713494976227
sensor_7_t-38,0.0007354640116418306
sensor_13_t-38,0.0007307440633603794
sensor_15_t-4,0.000725281986083364
sensor_2_t-3,0.000720966739751701
sensor_11_t-36,0.0007168002477710973
sensor_14_t-39,0.0006956421844642216
sensor_11_t-8,0.0006950884135004101
sensor_4_t-37,0.0006832636703621806
sensor_2_t-2,0.0006772458929400386
sensor_20_t-0,0.0006745782245307781
sensor_8_t-4,0.000672669299915262
sensor_8_t-37,0.0006726090189600169
sensor_7_t-39,0.0006620910077199147
sensor_11_t-35,0.0006578079807662678
sensor_12_t-31,0.0006514587979837591
sensor_12_t-7,0.0006487978240138445
sensor_12_t-9,0.0006416489375052058
sensor_2_t-4,0.0006381002574739142
sensor_12_t-33,0.0006350652752085941
sensor_7_t-5,0.0006259451355535307
sensor_13_t-3,0.0006259385595224478
sensor_11_t-7,0.0006213357923809568
sensor_7_t-6,0.0006124323034178726
sensor_3_t-1,0.0006053080676649389
sensor_14_t-36,0.0006035017706365138
sensor_2_t-5,0.0006034421464979394
sensor_14_t-12,0.0006025709949882041
sensor_4_t-34,0.0006023796982655839
sensor_3_t-3,0.0006009262567521549
sensor_4_t-36,0.0005936010611383649
sensor_4_t-7,0.0005928150027448956
sensor_12_t-32,0.0005916425432488586
sensor_14_t-30,0.0005914440340748915
sensor_14_t-33,0.0005873047117231807
sensor_13_t-37,0.0005835215565798677
sensor_15_t-6,0.0005759588387662463
sensor_14_t-8,0.0005734192846705494
sensor_3_t-2,0.0005702172656404847
sensor_14_t-28,0.0005629072176988961
sensor_12_t-8,0.0005588043709317286
sensor_4_t-35,0.0005524850557275036
sensor_7_t-36,0.0005433948180584014
sensor_20_t-1,0.0005433901593788982
sensor_7_t-37,0.0005370210987753827
sensor_11_t-33,0.0005267794718654187
sensor_7_t-7,0.0005252069938681123
sensor_4_t-33,0.0005229529285385006
sensor_20_t-2,0.0005201741612738068
sensor_14_t-16,0.0005085218038539043
sensor_21_t-4,0.0005055590738038795
sensor_15_t-36,0.0005043551100378567
sensor_15_t-39,0.0005002984644109399
sensor_13_t-4,0.0004967600438538746
sensor_13_t-36,0.0004959003322590464
sensor_15_t-7,0.0004930416776366164
sensor_15_t-5,0.0004853789671532456
sensor_11_t-9,0.000484941801671876
sensor_14_t-14,0.00048341693776990017
sensor_2_t-7,0.00048322840106658504
sensor_21_t-3,0.0004817003697475863
sensor_14_t-13,0.0004752282088095502
sensor_20_t-3,0.0004693900313602534
sensor_8_t-34,0.0004690410025728501
sensor_8_t-5,0.0004676211825469939
sensor_8_t-36,0.0004605824870321234
sensor_4_t-8,0.0004594236352709773
sensor_21_t-5,0.0004583406917419707
sensor_14_t-38,0.0004581844122958914
sensor_2_t-8,0.00045259469014624133
sensor_14_t-15,0.00045240369492612536
sensor_4_t-9,0.00045125029875860454
sensor_14_t-34,0.0004510269864767107
sensor_9_t-11,0.0004494844313993649
sensor_11_t-34,0.000445427585606401
sensor_15_t-35,0.0004443726599281201
sensor_12_t-30,0.0004442087666765133
sensor_2_t-6,0.00044376216932627284
sensor_15_t-37,0.00044227733875890383
sensor_4_t-31,0.0004402406772286259
sensor_14_t-10,0.0004388264569096015
sensor_4_t-32,0.00043690561508664494
sensor_21_t-39,0.00043506001506523804
sensor_12_t-13,0.0004336963465837335
sensor_3_t-4,0.000432137845770614
sensor_4_t-30,0.00043168522900676734
sensor_8_t-35,0.0004313439141034844
sensor_7_t-8,0.0004312937113301635
sensor_3_t-6,0.00043027686284484435
sensor_7_t-11,0.00042405549579608583
sensor_12_t-29,0.0004232118956617135
sensor_20_t-4,0.00042144517278651237
sensor_7_t-35,0.0004205822782014819
sensor_21_t-6,0.0004170784709280484
sensor_11_t-32,0.00041469866662612265
sensor_21_t-38,0.00041319946328404963
sensor_7_t-34,0.00041016862766437613
sensor_7_t-33,0.000405789847155969
sensor_11_t-11,0.0004035331734845457
