engine_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,max_cycle,RUL,RUL_CLIPPED
1,1,34.9983,0.84,100.0,449.44,555.32,1358.61,1137.23,5.48,8.0,194.64,2222.65,8341.91,1.02,42.02,183.06,2387.72,8048.56,9.3461,0.02,334,2223,100.0,14.73,8.8071,149,148,125
1,2,41.9982,0.8408,100.0,445.0,549.9,1353.22,1125.78,3.91,5.71,138.51,2211.57,8303.96,1.02,42.2,130.42,2387.66,8072.3,9.3774,0.02,330,2212,100.0,10.41,6.2665,149,147,125
1,3,24.9988,0.6218,60.0,462.54,537.31,1256.76,1047.45,7.05,9.02,175.71,1915.11,8001.42,0.94,36.69,164.22,2028.03,7864.87,10.8941,0.02,309,1915,84.93,14.08,8.6723,149,146,125
1,4,42.0077,0.8416,100.0,445.0,549.51,1354.03,1126.38,3.91,5.71,138.46,2211.58,8303.96,1.02,41.96,130.72,2387.61,8068.66,9.3528,0.02,329,2212,100.0,10.59,6.4701,149,145,125
1,5,25.0005,0.6203,60.0,462.54,537.07,1257.71,1047.93,7.05,9.03,175.05,1915.1,7993.23,0.94,36.89,164.31,2028.0,7861.23,10.8963,0.02,309,1915,84.93,14.13,8.5286,149,144,125
1,6,25.0045,0.6205,60.0,462.54,537.02,1266.38,1048.72,7.05,9.03,175.17,1915.15,7996.1,0.94,36.78,164.27,2028.01,7868.87,10.8912,0.02,306,1915,84.93,14.28,8.559,149,143,125
1,7,42.0043,0.8409,100.0,445.0,549.74,1347.45,1127.19,3.91,5.71,138.71,2211.62,8307.75,1.02,42.19,130.49,2387.69,8075.54,9.3753,0.02,330,2212,100.0,10.62,6.4227,149,142,125
1,8,20.002,0.7002,100.0,491.19,607.44,1481.69,1252.36,9.35,13.65,334.41,2323.87,8709.12,1.08,44.27,315.11,2387.99,8049.26,9.2369,0.02,365,2324,100.0,24.33,14.7989,149,141,125
1,9,41.9995,0.8407,100.0,445.0,549.33,1348.23,1127.45,3.91,5.71,138.06,2211.61,8312.33,1.02,42.3,130.97,2387.62,8065.78,9.3878,0.02,331,2212,100.0,10.69,6.3802,149,140,125
1,10,42.0011,0.84,100.0,445.0,549.33,1356.4,1127.11,3.91,5.71,138.7,2211.56,8302.31,1.02,42.02,130.5,2387.62,8069.11,9.3957,0.02,329,2212,100.0,10.57,6.2847,149,139,125
1,11,42.0029,0.84,100.0,445.0,549.81,1352.72,1126.23,3.91,5.71,137.81,2211.59,8301.22,1.02,42.05,130.41,2387.64,8076.44,9.3871,0.02,331,2212,100.0,10.51,6.3394,149,138,125
1,12,0.0015,0.001,100.0,518.67,642.7,1585.52,1402.63,14.62,21.61,553.93,2388.12,9038.84,1.3,47.34,521.29,2388.16,8121.09,8.3892,0.03,393,2388,100.0,39.04,23.2694,149,137,125
1,13,20.0003,0.7,100.0,491.19,607.67,1488.74,1256.1,9.35,13.65,335.33,2323.87,8710.39,1.08,44.43,314.77,2388.04,8048.52,9.1968,0.02,365,2324,100.0,24.4,14.7202,149,136,125
1,14,42.002,0.8407,100.0,445.0,549.47,1352.69,1121.2,3.91,5.71,138.6,2211.59,8312.22,1.02,42.11,130.6,2387.69,8070.37,9.3905,0.02,330,2212,100.0,10.69,6.323,149,135,125
1,15,10.0038,0.2513,100.0,489.05,604.57,1501.72,1305.97,10.52,15.49,395.21,2318.87,8765.1,1.26,45.49,372.03,2388.14,8118.56,8.6079,0.03,369,2319,100.0,28.54,17.1272,149,134,125
1,16,35.0053,0.8419,100.0,449.44,555.56,1362.41,1126.95,5.48,8.0,194.44,2222.76,8336.74,1.02,41.74,182.78,2387.76,8053.94,9.3232,0.02,332,2223,100.0,14.96,8.9446,149,133,125
1,17,25.0077,0.6217,60.0,462.54,536.25,1260.07,1053.0,7.05,9.02,175.21,1915.12,8005.82,0.94,36.73,164.53,2028.03,7857.51,10.8616,0.02,307,1915,84.93,14.07,8.5935,149,132,125
1,18,34.9996,0.8404,100.0,449.44,555.45,1365.15,1135.62,5.48,8.0,193.77,2222.7,8336.57,1.02,41.98,182.72,2387.72,8052.73,9.3419,0.02,334,2223,100.0,14.99,8.9676,149,131,125
1,19,42.0018,0.84,100.0,445.0,549.07,1349.47,1134.82,3.91,5.71,138.72,2211.59,8300.02,1.02,42.02,130.42,2387.63,8070.7,9.3798,0.02,332,2212,100.0,10.49,6.4195,149,130,125
1,20,20.002,0.7015,100.0,491.19,607.9,1482.44,1255.75,9.35,13.66,334.43,2323.94,8708.9,1.08,44.43,314.85,2388.08,8047.01,9.2623,0.02,366,2324,100.0,24.46,14.6601,149,129,125
1,21,42.0028,0.8403,100.0,445.0,549.68,1350.29,1130.26,3.91,5.72,137.93,2211.59,8303.44,1.02,42.28,129.98,2387.62,8071.57,9.3824,0.02,331,2212,100.0,10.56,6.3982,149,128,125
1,22,42.0043,0.8419,100.0,445.0,549.58,1352.73,1129.43,3.91,5.71,138.79,2211.58,8300.2,1.02,42.01,130.79,2387.72,8069.93,9.3587,0.02,330,2212,100.0,10.58,6.4241,149,127,125
1,23,41.9987,0.8416,100.0,445.0,549.44,1347.47,1126.3,3.91,5.71,138.55,2211.59,8300.28,1.02,41.97,130.48,2387.76,8070.05,9.3398,0.02,331,2212,100.0,10.56,6.4308,149,126,125
1,24,42.0011,0.84,100.0,445.0,550.18,1352.82,1127.92,3.91,5.72,138.21,2211.59,8308.75,1.02,42.03,130.17,2387.64,8069.53,9.3807,0.02,332,2212,100.0,10.48,6.3598,149,125,125
1,25,42.0063,0.84,100.0,445.0,549.42,1350.32,1122.44,3.91,5.72,139.02,2211.59,8306.69,1.02,42.25,130.73,2387.64,8066.98,9.348,0.02,332,2212,100.0,10.55,6.4923,149,124,124
1,26,42.0001,0.8402,100.0,445.0,549.36,1357.42,1125.15,3.91,5.71,138.68,2211.71,8308.9,1.02,42.16,130.42,2387.67,8072.18,9.3704,0.02,331,2212,100.0,10.62,6.3448,149,123,123
1,27,25.0058,0.6206,60.0,462.54,537.01,1263.21,1048.03,7.05,9.02,176.05,1915.13,7998.23,0.94,36.77,164.3,2027.94,7859.12,10.9077,0.02,308,1915,84.93,14.27,8.6005,149,122,122
1,28,0.0022,0.0,100.0,518.67,643.04,1589.28,1403.5,14.62,21.61,554.08,2388.13,9037.52,1.3,47.65,521.17,2388.14,8122.45,8.4871,0.03,392,2388,100.0,38.93,23.2184,149,121,121
1,29,0.0007,0.0,100.0,518.67,642.48,1599.79,1415.68,14.62,21.61,553.49,2388.1,9039.24,1.3,47.33,521.33,2388.07,8121.25,8.4545,0.03,390,2388,100.0,38.73,23.1713,149,120,120
1,30,20.006,0.7011,100.0,491.19,607.78,1485.69,1244.78,9.35,13.65,334.53,2323.89,8713.7,1.08,44.35,314.92,2388.06,8043.8,9.2372,0.02,365,2324,100.0,24.43,14.6832,149,119,119
1,31,10.005,0.25,100.0,489.05,605.13,1504.85,1310.94,10.52,15.49,394.19,2318.93,8760.33,1.26,45.41,371.28,2388.16,8117.91,8.6276,0.03,368,2319,100.0,28.5,17.0825,149,118,118
1,32,10.0038,0.25,100.0,489.05,604.69,1509.93,1317.2,10.52,15.5,394.21,2318.93,8763.76,1.26,45.32,372.0,2388.1,8118.93,8.6558,0.03,369,2319,100.0,28.65,17.2355,149,117,117
1,33,0.0028,0.0,100.0,518.67,643.13,1583.81,1404.98,14.62,21.61,553.55,2388.11,9039.84,1.3,47.61,521.55,2388.13,8126.15,8.4411,0.03,393,2388,100.0,39.01,23.2935,149,116,116
1,34,0.0012,0.0008,100.0,518.67,642.24,1587.04,1406.72,14.62,21.61,553.6,2388.15,9036.68,1.3,47.57,521.15,2388.13,8116.33,8.4196,0.03,392,2388,100.0,39.02,23.2997,149,115,115
1,35,10.0066,0.251,100.0,489.05,605.25,1504.23,1306.63,10.52,15.49,394.24,2319.01,8765.65,1.26,45.48,371.35,2388.15,8114.43,8.6566,0.03,368,2319,100.0,28.74,17.1825,149,114,114
1,36,25.005,0.62,60.0,462.54,536.95,1271.16,1051.62,7.05,9.03,175.67,1915.18,7998.94,0.94,36.91,164.61,2027.94,7867.76,10.8817,0.02,307,1915,84.93,14.25,8.6697,149,113,113
1,37,10.0076,0.25,100.0,489.05,604.84,1500.86,1311.0,10.52,15.49,394.31,2318.93,8764.83,1.26,45.41,371.34,2388.15,8109.56,8.6536,0.03,369,2319,100.0,28.4,17.1937,149,112,112
1,38,24.9987,0.62,60.0,462.54,536.76,1261.64,1045.94,7.05,9.02,176.01,1915.16,8003.33,0.94,36.82,164.32,2027.95,7862.53,10.9054,0.02,306,1915,84.93,14.23,8.5581,149,111,111
1,39,24.9981,0.6211,60.0,462.54,536.66,1267.66,1057.66,7.05,9.02,176.03,1915.13,7994.34,0.94,36.57,164.19,2027.95,7865.11,10.9318,0.02,307,1915,84.93,14.44,8.6205,149,110,110
1,40,10.0065,0.25,100.0,489.05,605.17,1505.09,1312.97,10.52,15.49,394.37,2318.94,8770.13,1.26,45.57,371.16,2388.16,8111.91,8.6373,0.03,370,2319,100.0,28.55,17.0936,149,109,109
1,41,25.0051,0.6211,60.0,462.54,536.74,1261.81,1048.78,7.05,9.02,175.76,1915.12,7997.12,0.94,36.95,164.97,2028.03,7862.39,10.8998,0.02,307,1915,84.93,14.37,8.5433,149,108,108
1,42,35.0029,0.84,100.0,449.44,555.34,1365.14,1136.45,5.48,8.0,194.88,2222.69,8335.88,1.02,41.9,182.74,2387.72,8057.2,9.3769,0.02,334,2223,100.0,14.66,8.874,149,107,107
1,43,42.0037,0.8409,100.0,445.0,549.78,1350.28,1127.59,3.91,5.71,138.88,2211.61,8309.94,1.02,41.95,131.44,2387.65,8070.12,9.3745,0.02,331,2212,100.0,10.58,6.3839,149,106,106
1,44,0.0002,0.0,100.0,518.67,642.57,1582.9,1405.22,14.62,21.61,552.97,2388.16,9037.76,1.3,47.65,521.63,2388.16,8128.64,8.4635,0.03,393,2388,100.0,38.81,23.2704,149,105,105
1,45,35.0033,0.84,100.0,449.44,555.28,1370.22,1129.04,5.48,8.0,194.41,2222.66,8338.36,1.02,41.91,182.67,2387.74,8051.91,9.3577,0.02,334,2223,100.0,14.82,9.0246,149,104,104
1,46,42.0046,0.84,100.0,445.0,549.44,1354.85,1125.95,3.91,5.71,138.16,2211.61,8309.66,1.02,42.15,130.9,2387.63,8071.22,9.3717,0.02,331,2212,100.0,10.63,6.3498,149,103,103
1,47,10.0049,0.25,100.0,489.05,605.01,1500.08,1309.65,10.52,15.5,394.09,2318.95,8763.1,1.26,45.52,371.27,2388.23,8115.46,8.6394,0.03,371,2319,100.0,28.57,17.1489,149,102,102
1,48,0.0004,0.0014,100.0,518.67,643.26,1588.58,1402.51,14.62,21.61,552.61,2388.16,9037.94,1.3,47.54,521.5,2388.12,8123.03,8.4318,0.03,392,2388,100.0,38.89,23.3464,149,101,101
1,49,41.9986,0.8402,100.0,445.0,549.93,1354.55,1132.5,3.91,5.71,138.81,2211.6,8305.4,1.02,42.11,130.12,2387.7,8068.7,9.3749,0.02,330,2212,100.0,10.44,6.4362,149,100,100
1,50,35.0059,0.8401,100.0,449.44,554.89,1369.48,1126.96,5.48,8.0,195.16,2222.7,8335.17,1.02,41.93,182.99,2387.77,8054.31,9.3186,0.02,334,2223,100.0,14.85,8.9934,149,99,99
1,51,24.9994,0.621,60.0,462.54,536.75,1263.03,1051.85,7.05,9.02,175.05,1915.11,7995.32,0.94,36.63,164.42,2027.98,7863.73,10.8934,0.02,306,1915,84.93,14.22,8.6027,149,98,98
1,52,42.0015,0.8404,100.0,445.0,549.86,1354.41,1129.39,3.91,5.72,138.47,2211.53,8298.45,1.02,42.04,130.76,2387.65,8067.52,9.3789,0.02,331,2212,100.0,10.53,6.3364,149,97,97
1,53,10.0061,0.25,100.0,489.05,605.05,1501.82,1311.23,10.52,15.49,394.68,2318.99,8759.83,1.26,45.29,371.26,2388.21,8114.12,8.6412,0.03,371,2319,100.0,28.49,17.1087,149,96,96
1,54,0.002,0.0,100.0,518.67,642.82,1587.15,1399.85,14.62,21.61,552.86,2388.1,9034.62,1.3,47.64,521.56,2388.05,8122.66,8.4297,0.03,393,2388,100.0,38.88,23.254,149,95,95
1,55,0.0018,0.0,100.0,518.67,642.91,1587.27,1404.67,14.62,21.61,553.61,2388.12,9043.32,1.3,47.52,521.06,2388.1,8120.28,8.5013,0.03,392,2388,100.0,38.86,23.2777,149,94,94
1,56,42.0043,0.84,100.0,445.0,549.51,1345.58,1135.74,3.91,5.71,138.52,2211.57,8304.33,1.02,42.23,130.29,2387.59,8073.22,9.3868,0.02,332,2212,100.0,10.59,6.4427,149,93,93
1,57,20.0046,0.7003,100.0,491.19,606.65,1486.48,1255.67,9.35,13.65,334.77,2323.93,8713.81,1.08,44.4,314.39,2388.05,8048.96,9.2407,0.02,365,2324,100.0,24.68,14.6122,149,92,92
1,58,35.0031,0.84,100.0,449.44,555.58,1371.01,1133.15,5.48,8.0,193.74,2222.67,8334.28,1.02,42.06,182.41,2387.75,8056.45,9.3193,0.02,334,2223,100.0,14.73,8.8635,149,91,91
1,59,42.0053,0.8412,100.0,445.0,549.36,1352.92,1125.09,3.91,5.71,138.73,2211.56,8303.55,1.02,42.2,130.35,2387.66,8064.02,9.368,0.02,330,2212,100.0,10.45,6.3491,149,90,90
1,60,25.002,0.62,60.0,462.54,537.03,1262.69,1047.52,7.05,9.02,175.0,1915.12,7999.59,0.94,36.74,164.32,2028.02,7864.81,10.8843,0.02,308,1915,84.93,14.31,8.6567,149,89,89
1,61,20.0011,0.7,100.0,491.19,607.51,1481.61,1253.1,9.35,13.65,334.33,2323.98,8707.14,1.07,44.47,315.14,2388.06,8045.61,9.2412,0.02,367,2324,100.0,24.53,14.6998,149,88,88
1,62,0.0029,0.0,100.0,518.67,643.24,1591.46,1405.31,14.62,21.61,553.34,2388.14,9040.41,1.3,47.54,521.83,2388.21,8117.75,8.4424,0.03,392,2388,100.0,38.83,23.1994,149,87,87
1,63,41.9992,0.8413,100.0,445.0,550.1,1355.17,1123.54,3.91,5.71,138.41,2211.53,8311.01,1.02,42.27,130.96,2387.6,8066.56,9.362,0.02,331,2212,100.0,10.36,6.3852,149,86,86
1,64,35.0052,0.8406,100.0,449.44,555.71,1359.17,1129.99,5.48,8.0,193.78,2222.73,8340.5,1.02,42.2,183.37,2387.79,8055.84,9.3277,0.02,334,2223,100.0,14.76,8.8812,149,85,85
1,65,0.0016,0.0006,100.0,518.67,642.62,1596.62,1404.65,14.62,21.61,553.42,2388.18,9040.81,1.3,47.55,521.0,2388.11,8127.28,8.4554,0.03,394,2388,100.0,38.73,23.1253,149,84,84
1,66,35.0053,0.84,100.0,449.44,555.55,1371.45,1128.96,5.48,8.0,194.45,2222.68,8341.42,1.02,42.25,182.98,2387.74,8055.26,9.3331,0.02,334,2223,100.0,14.92,8.8907,149,83,83
1,67,10.0015,0.25,100.0,489.05,605.01,1504.34,1311.13,10.52,15.49,392.95,2318.99,8763.55,1.26,45.64,371.09,2388.19,8111.05,8.6675,0.03,372,2319,100.0,28.47,17.1321,149,82,82
